LOINC_NUM	SYSTEM	SCALE_TYP	SOURCE	SURVEY_QUEST_SRC	UNITSREQUIRED	SHORTNAME	EXAMPLE_UCUM_UNITS
59120-6	Circulatory system.XXX	Qn	HS.DICOM		N	dP/dt US	
5912-1	Ser/Plas	Nom	KAH			CK Isos SerPl-Imp	
59121-4	Circulatory system.XXX	Qn	HS.DICOM		N	Time to peak US	
59122-2	Heart.valve.XXX	Qn	HS.DICOM		N	Valve C-E distance US	
59123-0	Heart.valve.XXX	Qn	HS.DICOM		N	Valve Jet Xsection Area US	
59124-8	Heart.ventricle.left	Qn	HS.DICOM		N	LV VTI E wave US	
59125-5	Heart.ventricle.left	Qn	HS.DICOM		N	LV VTI A wave US	
59126-3	Pulmonary valve	Qn	HS.DICOM		N	Pulm valve B-C slope US	
59127-1	Heart.valve.XXX	Qn	HS.DICOM		N	Valve D-E slope US	
59128-9	Heart.valve.XXX	Qn	HS.DICOM		N	Valve E-F slope US	
59129-7	Heart.ventricle.left	Qn	HS.DICOM		N	LV E wave/A wave US	
59130-5	^Equipment	Qn	HS.DICOM		N	Alias vel US	
59131-3	Heart.atria	Qn	HS.DICOM		N	Hrt.atria LA vol/RA vol US	
59132-1	Heart.XXX	Qn	HS.DICOM		N	Heart.XXX FS US	
59133-9	Heart.XXX	Qn	HS.DICOM		N	Heart.XXX Tissue velocity US	
59134-7	Urine	Qn	MATER		N	Ephedrin Ur Cfm-mCnc	ng/mL
59135-4	Urine	Qn	MATER		N	Benzylpiperazine Ur Cfm-mCnc	ng/mL
59136-2	Bone mar	Qn	CHI		N	CD11c+CD103+ Cells NFr Mar	
59137-0	Bone mar	Qn	CHI		N	CD5+CD23+ Cells NFr Mar	
59138-8	Bone mar	Qn	CHI		N	CD7+CD34+ Cells NFr Mar	
5913-9	Amnio fld	Qn	KAH		Y	Hgb F MFr Amn	%
59139-6	Bone mar	Qn	CHI		N	CD19+CD34+ Cells NFr Mar	
59140-4	Bone mar	Qn	CHI		N	CD13+CD34+ Cells NFr Mar	
59141-2	Bld	Qn	CHI		N	CD11c-CD103+ Cells NFr Bld	
59142-0	Bld	Qn	CHI		N	CD11c-CD25+ Cells NFr Bld	
59143-8	Bld	Qn	CHI		N	CD19+CD38+ Cells NFr Bld	
59144-6	Bld	Qn	CHI		N	CD5+CD23+ Cells NFr Bld	
59145-3	Bld	Qn	CHI		N	CD11c+CD103+ Cells # Bld	10*6/L
59146-1	Bld	Qn	CHI		N	CD11c+CD25+ Cells # Bld	10*6/L
5914-7	Bld	Ord	BG			Glucose Bld Ql Strip	
59147-9	Bld	Qn	CHI		N	CD19+CD38+ Cells # Bld	10*6/L
59148-7	Ser/Plas	Qn	CHI		N	Calcium p dialysis SerPl-sCnc	mmol/L
59149-5	Ser/Plas	Ord	CHI		N	CK Macro SerPl Ql	
59150-3	Anal	Ord	CHI		N	VRE Anal Ql Cult	
59151-1	Urine	Ord	CHI		N	VRE Ur Ql Cult	
59152-9	XXX	Ord	CHI		N	VRE DNA XXX Ql PCR	
59153-7	Ser/Plas	Qn	CHI		N	Cortis 5H p chal SerPl-sCnc	nmol/L
59154-5	BldCo	Qn	CHI		N	Base deficit BldCo-sCnc	mmol/L
59155-2	Ser/Plas	Qn	CHI		N	17OHP 20M p chal SerPl-sCnc	nmol/L
59156-0	Urine	Qn	CHI		N	Glucose Ur Strip.auto-sCnc	mmol/L
59157-8	Ser/Plas	Qn	CHI		N	Glucose pre Lac PO SerPl-sCnc	mmol/L
59158-6	Urine	Qn	CHI		N	Ketones Ur Strip.auto-sCnc	mmol/L
59159-4	Urine	Qn	CHI		N	Microalbumin/Creat 24H Ur-Rto	mg/mmol
59160-2	Hair	Qn	CHI		N	Cannabinoids Hair-mCnt	ng/g
59161-0	Stool	Qn	CHI		N	Phosphate Stl-sCnc	mmol/L
59162-8	Stool	Qn	CHI		N	Potassium 24H Stl-sCnc	mmol/L
59163-6	Stool	Qn	CHI		N	Sodium 24H Stl-sCnc	mmol/L
59164-4	Dial fld	Qn	CHI		N	ALP Dial fld-cCnc	U/L
59165-1	Dial fld	Qn	CHI		N	pCO2 Dial fld	mm[Hg]
59166-9	Stool	Qn	CHI		N	Bilirub 24H Stl-sRate	mmol/d
59167-7	Stool	Qn	CHI		N	Phosphate 24H Stl-sRate	mmol/d
59168-5	Stool	Qn	CHI		N	Urea 24H Stl-sRate	mmol/d
59169-3	Urine	Ord	CHI		N	Bupropion Ur Ql	
5917-0	Dial fld	Qn	KAH			Deprecated ? Dial fld-mCnc	
59170-1	Urine	Ord	CHI		N	Citalopram Ur Ql	
59171-9	Urine	Ord	CHI		N	Norclozapine Ur Ql	
59172-7	Urine	Ord	CHI		N	Methotrimeprazine metabolite Ur Ql	
59174-3	Urine	Ord	CHI		N	Quetiapine Ur Ql	
59175-0	Urine	Ord	CHI		N	Quetiapine metabolite Ur Ql	
59176-8	Urine	Ord	CHI		N	Zopiclone Ur Ql	
59177-6	Urine	Qn	CHI		N	B2 Microglob/Creat Ur-Rto	ug/mmol
59178-4	Gast fld	Qn	CHI		N	Chloride Gast-sCnc	mmol/L
59179-2	Ser/Plas	Qn	CHI		N	Insulin p fast SerPl-sCnc	pmol/L
591-8	Sptc	Nom	SH			Deprecated Legionella Cult	
59180-0	Urine	Ord	CHI		N	MEGX Ur Ql	
59181-8	^Patient	Nom	GLT.MACL		N	B-IFN Gvn	
59207-1	Ser/Plas	Qn	CHI		N	Dicarboxyoleylcarn SerPl-sCnc	umol/L
59208-9	Ser/Plas	Qn	CHI		N	Octanoylcarn/C10 SerPl-sRto	umol/umol
59209-7	Ser/Plas	Qn	CHI		N	G-OH-Butyr SerPl-sCnc	umol/L
59210-5	Urine	Qn	CHI		N	Inosine/Creat Ur-sRto	umol/mmol
59211-3	Ser	Qn	CHI		N	Transcobalamin I+III Ser-sCnc	pmol/L
5921-2	Dial fld	Qn	KAH		Y	LDH Dial fld-cCnc	
59212-1	Urine	Qn	CHI		N	Alloisoleucine Ur-sCnc	umol/L
59213-9	Urine	Qn	CHI		N	Alloisoleucine ?Tm Ur-sRate	
59214-7	Urine	Qn	CHI		N	Succinyladenosine/Creat Ur-sRto	umol/mmol
59215-4	Urine	Qn	CHI		N	Thymidine/Creat Ur-sRto	umol/mmol
59216-2	Urine	Qn	CHI		N	Uridine/Creat Ur-sRto	umol/mmol
59217-0	Periton fld	Qn	CHI		N	B2 Microglob Prt-mCnc	mg/L
59218-8	Plr fld	Qn	CHI		N	B2 Microglob Plr-mCnc	mg/L
59219-6	Plr fld	Qn	CHI		N	Testost Plr-sCnc	nmol/L
5922-0	Gast fld	Qn	KAH		Y	Gastric Ac Gast-sCnc	mmol/L
59220-4	Plr fld	Qn	CHI		N	CgA Plr-aCnc	U/L
59221-2	Plr fld	Qn	CHI		N	PSA Plr-mCnc	ug/L
59222-0	Plr fld	Qn	CHI		N	SCC Ag Plr-mCnc	ug/L
59223-8	Periton fld	Qn	CHI		N	PSA Prt-mCnc	ug/L
59224-6	Periton fld	Qn	CHI		N	PSA Free Prt-mCnc	ug/L
59225-3	Periton fld	Qn	CHI		N	SCC Ag Prt-mCnc	ug/L
59226-1	Periton fld	Qn	CHI		N	CgA Prt-aCnc	U/L
59227-9	CSF	Qn	CHI		N	CgA CSF-aCnc	U/L
59236-0	Periton fld	Qn	CHI		N	PSA Free MFr Prt	
59237-8	Plr fld	Qn	CHI		N	PSA Free MFr Plr	
5923-8	Gast fld	Qn	KAH		Y	Gastric Ac free Gast-sCnc	mmol/L
59238-6	Body fld	Qn	CHI		N	PSA Free MFr Fld	
59239-4	Body fld	Qn	CHI		N	PSA Free Fld-mCnc	ug/L
59240-2	Body fld	Qn	CHI		N	Testost Fld-sCnc	nmol/L
59241-0	Body fld	Qn	CHI		N	CgA Fld-aCnc	U/L
59242-8	Stool	Qn	CHI		N	Reducing Subs Stl-sCnc	mmol/L
59243-6	Bld.dot	Qn	CHI		N	Palmitoyl+Oleoylcarn/C2 DBS-sRto	{Ratio}
59244-4	WBC	Qn	CHI		N	Arylsulfatase C WBC-cCnt	umol/h/mg {protein}
59245-1	Tiss	Qn	CHI		N	AGT Tiss-cCnt	umol/h/mg {protein}
5924-6	Gast fld	Qn	KAH			Deprecated pH Gast-LsCnc	[pH]
59247-7	CSF	Qn	CHI		N	Biopterin H4 CSF-sCnc	nmol/L
59248-5	Tiss	Qn	CHI		N	Cholest Est Tiss-cCnt	
59249-3	Bld.dot	Qn	CHI		N	Acylcarnitine/Acyl+C0 DBS-sRto	{Ratio}
59250-1	Ser/Plas	Qn	CHI		N	Tocopherols/Cholest SerPl-sRto	umol/mmol
59251-9	Urine	Qn	CHI		N	N-carbamoyl B-alanine/Creat Ur-sRto	umol/mmol
59252-7	CSF	Qn	CHI		N	Hycs-Cys diS CSF-sCnc	umol/L
5925-3	Gast fld	Qn	KAH		Y	Gastric Ac Vol Gast	mL
59253-5	Urine	Qn	CHI		N	Hycs-Cys diS Ur-sCnc	umol/L
59254-3	Ser/Plas	Qn	CHI		N	Acylcarnitine/Acyl+C0 SerPl-sRto	umol/umol
59255-0	Heart.atrium.left+Pulmonary veins	Nar	LS_RI		N	LA+Pulm vv CT.Angio +3DR W contr IV	
59256-8	XXX	Nom	LCA		N	Cytologist XXX Cyto	
59257-6	Pericard fld	Qn	SMS		N	Cell Cnt + Diff Pnl Pcar	
59258-4	Emergency department	Doc	PHS		N	ED Discharge summary	
59259-2	{Setting}	Doc	PHS		N	Psychiatric Discharge summary	
592-6	Sptt	Nom	SH			Deprecated Legionella Sputum trach asp C	
59260-0	Bld	Qn	NKVC		N	Hgb Bld-sCnc	mmol/L
5926-1	Dial fld	Qn	KAH			Deprecated Sodium Dial fld-sCnc	
59261-8	Bld	Qn	NKVC		N	Hgb A1c SFr Bld IFCC	mmol/mol
59262-6	CSF	Ord	IHC		N	Leukocyte esterase CSF Ql Strip	
59263-4	Cvx	Ord	LCA		N	HPV16 DNA Cervix Ql bDNA	
59264-2	Cvx	Ord	LCA		N	HPV18 DNA Cervix Ql bDNA	
59265-9	Urine	Qn	LCA		N	8OH-deoxyguanosine/Creat Ur-mRto	ng/mg{creat}
59266-7	XXX	Nom	LCA		N	Maternal Cell Contam XXX	
59267-5	Bld/Tiss	Nar	LCA		N	Karyotyp Bld/T FISH	
59268-3	^Patient	Doc	DJV		N	Neonatal care report	
59269-1	Respiratory system.airway+Inhl Gas	Qn	DJV		N	Respiratory severity score	
59270-9	^Patient	-	CJM		N	Surgical operative note pnl	
59271-7	^Patient	-	CJM		N	Hospital discharge summary pnl	
59272-5	Ventilator	Ord	IHC		N	Power setting Vent	
59273-3	Ser/Plas	Qn	SMS		N	Cortis p 6 mg Dex SerPl-mCnc	ug/dL
59274-1	BldA	Qn	BiTAC		N	O2 Ct VFr BldA Calc	
59275-8	BldA	Qn	BiTAC		N	O2 Cap VFr BldA	
59276-6	Calculus	Ord	CHI		N	Ca H2 Phos dihyd Cry Stone Ql XR diff	
59277-4	Calculus	Ord	CHI		N	Cystine Cry Stone Ql XR diff	
59278-2	Calculus	Ord	CHI		N	COD Cry Stone Ql XR diff	
5927-9	Dial fld	Qn	KAH			Deprecated Potassium Dial fld-sCnc	
59279-0	Calculus	Ord	CHI		N	Urate Cry Stone Ql XR diff	
59280-8	Calculus	Ord	CHI		N	Urate dihyd Cry Stone Ql XR diff	
5928-1	Dial fld	Qn	KAH			Deprecated Chloride Dial fld-sCnc	
59281-6	Heart	Doc	UPMC		N	Transthoracic cardiac echo study report	
59282-4	Heart	Doc	UPMC		N	Stress cardiac echo study report US	
59283-2	{Setting}	Doc	DJV.MC		N	Well child visit note	
59284-0	{Setting}	Doc	DJV.MC		N	Consent Doc Patient	
59285-7	Bld	Qn	NMS		N	Benzylpiperazine Bld-mCnc	ng/mL
59286-5	Ser/Plas	Qn	NMS		N	Benzylpiperazine SerPl-mCnc	ng/mL
59287-3	Urine	Qn	NMS		N	Benzylpiperazine Ur-mCnc	ng/mL
59288-1	Urine	Qn	NMS		N	Bisphenol A Ur-mCnc	ng/mL
59289-9	Bld	Qn	NMS		N	Iloperidone Bld-mCnc	ng/mL
59290-7	Ser/Plas	Qn	NMS		N	Iloperidone SerPl-mCnc	ng/mL
59291-5	Bld	Qn	NMS		N	Levamisole Bld-mCnc	ug/mL
59292-3	Body fld	Qn	NMS		N	Levamisole Fld-mCnc	ug/mL
59293-1	Ser/Plas	Qn	NMS		N	Levamisole SerPl-mCnc	ug/mL
59294-9	Tiss	Qn	NMS		N	Levamisole Tiss-mCnc	ug/g
5929-5	Skin	Qn	KAH		Y	Wheal 3D p 50ug C albicans Diam	
59295-6	Urine	Qn	NMS		N	Levamisole Ur-mCnc	ug/mL
59296-4	Bld	Qn	NMS		N	Lacosamide Bld-mCnc	ug/mL
59297-2	Ser/Plas	Qn	NMS		N	Lacosamide SerPl-mCnc	ug/mL
59298-0	Urine	Qn	NMS		N	Lacosamide Ur-mCnc	ug/mL
59299-8	Bld	Qn	NMS		N	Desloratadine Bld-mCnc	ng/mL
59300-4	Ser/Plas	Qn	NMS		N	Desloratadine SerPl-mCnc	ng/mL
59301-2	Urine	Qn	NMS		N	Desloratadine Ur-mCnc	ng/mL
59302-0	Bld	Qn	NMS		N	Memantine Bld-mCnc	ng/mL
5930-3	Skin	Qn	KAH		Y	Wheal 3D p .1mL Mumps Diam	mm
59303-8	Body fld	Qn	NMS		N	Memantine Fld-mCnc	ng/mL
59304-6	Ser/Plas	Qn	NMS		N	Memantine SerPl-mCnc	ng/mL
59305-3	Tiss	Qn	NMS		N	Memantine Tiss-mCnc	ng/g
59306-1	Urine	Qn	NMS		N	Memantine Ur-mCnc	ng/mL
59307-9	Bld	Qn	NMS		N	Metaxalone Bld-mCnc	ug/mL
59308-7	Ser/Plas	Qn	NMS		N	Metaxalone SerPl-mCnc	ug/mL
59309-5	Urine	Qn	NMS		N	Metaxalone Ur-mCnc	ug/mL
59310-3	Bld	Qn	NMS		N	Milnacipran Bld-mCnc	ng/mL
5931-1	Skin	Qn	KAH		Y	Wheal 3D p 50ug Trichophyt Diam	
59311-1	Ser/Plas	Qn	NMS		N	Milnacipran SerPl-mCnc	ng/mL
59312-9	Urine	Qn	NMS		N	Milnacipran Ur-mCnc	ng/mL
59313-7	Bld	Qn	NMS		N	Ramelteon M-II Bld-mCnc	ng/mL
59314-5	Bld	Qn	NMS		N	Ramelteon Bld-mCnc	ng/mL
59315-2	Body fld	Qn	NMS		N	Ramelteon M-II Fld-mCnc	ng/mL
59316-0	Body fld	Qn	NMS		N	Ramelteon Fld-mCnc	ng/mL
59317-8	Ser/Plas	Qn	NMS		N	Ramelteon M-II SerPl-mCnc	ng/mL
59318-6	Ser/Plas	Qn	NMS		N	Ramelteon SerPl-mCnc	ng/mL
59319-4	Tiss	Qn	NMS		N	Ramelteon M-II Tiss-mCnc	ng/g
59320-2	Tiss	Qn	NMS		N	Ramelteon Tiss-mCnc	ng/g
59321-0	Urine	Qn	NMS		N	Ramelteon M-II Ur-mCnc	ng/mL
59322-8	Urine	Qn	NMS		N	Ramelteon Ur-mCnc	ng/mL
59323-6	Ser/Plas	Qn	NMS		N	Rufinamide SerPl-mCnc	ug/mL
59324-4	Bld	Qn	NMS		N	Salvinorin A Bld-mCnc	ng/mL
59325-1	Bld	Qn	NMS		N	Salvinorin B Bld-mCnc	ng/mL
59326-9	Ser/Plas	Qn	NMS		N	Salvinorin A SerPl-mCnc	ng/mL
59327-7	Ser/Plas	Qn	NMS		N	Salvinorin B SerPl-mCnc	ng/mL
59328-5	Urine	Qn	NMS		N	Salvinorin A Ur-mCnc	ng/mL
5932-9	Bld	Ord	BG			Cholest Bld Ql Strip	
59329-3	Urine	Qn	NMS		N	Salvinorin B Ur-mCnc	ng/mL
59330-1	Bld	Qn	NMS		N	Norsibutramine Bld-mCnc	ng/mL
59331-9	Bld	Qn	NMS		N	Dinorsibutramine Bld-mCnc	ng/mL
59332-7	Bld	Qn	NMS		N	Sibutramine Bld-mCnc	ng/mL
59333-5	Ser/Plas	Qn	NMS		N	Norsibutramine SerPl-mCnc	ng/mL
59334-3	Ser/Plas	Qn	NMS		N	Dinorsibutramine SerPl-mCnc	ng/mL
59335-0	Ser/Plas	Qn	NMS		N	Sibutramine SerPl-mCnc	ng/mL
59336-8	Urine	Qn	NMS		N	Norsibutramine Ur-mCnc	ng/mL
5933-7	Dial fld	Qn	KAH		Y	Lead Dial fld-mCnc	ug/dL
59337-6	Urine	Qn	NMS		N	Dinorsibutramine Ur-mCnc	ng/mL
59338-4	Urine	Qn	NMS		N	Sibutramine Ur-mCnc	ng/mL
59339-2	Bld	Qn	NMS		N	Stiripentol Bld-mCnc	ug/mL
593-4	XXX	Nom	SH			Legionella XXX Cult	
59340-0	Ser/Plas	Qn	NMS		N	Stiripentol SerPl-mCnc	ug/mL
59341-8	Urine	Qn	NMS		N	Stiripentol Ur-mCnc	ug/mL
59342-6	Bld	Qn	NMS		N	Tadalafil Bld-mCnc	ng/mL
59343-4	Ser/Plas	Qn	NMS		N	Tadalafil SerPl-mCnc	ng/mL
59344-2	Urine	Qn	NMS		N	Tadalafil Ur-mCnc	ng/mL
5934-5	BBL	Nom	SH			Deprecated Antigens Absent BBL	
59345-9	Bld	Qn	NMS		N	Endoxifen Bld-mCnc	ng/mL
59346-7	Bld	Qn	NMS		N	4OHTamoxifen Bld-mCnc	ng/mL
59347-5	Bld	Qn	NMS		N	Tamoxifen Bld-mCnc	ng/mL
59348-3	Bld	Qn	NMS		N	Nortamoxifen Bld-mCnc	ng/mL
59349-1	Ser/Plas	Qn	NMS		N	Endoxifen SerPl-mCnc	ng/mL
59350-9	Ser/Plas	Qn	NMS		N	4OHTamoxifen SerPl-mCnc	ng/mL
59351-7	Ser/Plas	Qn	NMS		N	Nortamoxifen SerPl-mCnc	ng/mL
5935-2	Urine	Qn	KAH			Deprecated BZE Ur-mCnc	
59352-5	Bld	Qn	NMS		N	Tapentadol Bld-mCnc	ng/mL
59353-3	Body fld	Qn	NMS		N	Tapentadol Fld-mCnc	ng/mL
59354-1	Ser/Plas	Qn	NMS		N	Tapentadol SerPl-mCnc	ng/mL
59355-8	Tiss	Qn	NMS		N	Tapentadol Tiss-mCnc	ng/g
59356-6	Bld	Qn	NMS		N	Desethylvardenafil Bld-mCnc	ng/mL
59357-4	Bld	Qn	NMS		N	Vardenafil Bld-mCnc	ng/mL
59358-2	Ser/Plas	Qn	NMS		N	Desethylvardenafil SerPl-mCnc	ng/mL
59359-0	Ser/Plas	Qn	NMS		N	Vardenafil SerPl-mCnc	ng/mL
5936-0	Hair	Qn	KAH		Y	BZE Hair-mCnt	
59360-8	Urine	Qn	NMS		N	Desethylvardenafil Ur-mCnc	ng/mL
59361-6	Urine	Qn	NMS		N	Vardenafil Ur-mCnc	ng/mL
59362-4	^Patient	Nom	DJV		N		
59363-2	Ser	Qn	HK		N	L inter Manhao Ab Titr Ser Aggl	{titer}
59364-0	Ser	Qn	HK		N	L inter Pyrogenes Ab Titr Ser Aggl	{titer}
59365-7	Ser	Qn	HK		N	L inter Mini Ab Titr Ser Aggl	{titer}
59366-5	Ser	Qn	HK		N	L inter Sejroe Ab Titr Ser Aggl	{titer}
59367-3	Ser	Qn	HK		N	L inter Tarassovi Ab Titr Ser Aggl	{titer}
59368-1	Ser	Qn	HK		N	L inter Batav Ab Titr Ser Aggl	{titer}
59369-9	Ser	Qn	HK		N	L inter Hebdo Ab Titr Ser Aggl	{titer}
59370-7	Ser	Qn	HK		N	L inter Austral Ab Titr Ser Aggl	{titer}
59393-9	Ser	Qn	BiTAC		N	T cruzi IgG Titr Ser IF	{titer}
5939-4	Urine	Ord	KAH			Deprecated BZE Ur Ql	
59394-7	Ser	Qn	BiTAC		N	GBM Ab Ser EIA-aCnc	U/mL
59395-4	Ser	Qn	BiTAC		N	Latex (rHev b) 9 IgE Qn	kU/L
59396-2	CSF	Qn	BiTAC		N	ECV IgM CSF EIA-aCnc	
59397-0	CSF	Qn	BiTAC		N	ECV IgG CSF-aCnc	
59398-8	Semen	Qn	BiTAC		N	Vit C Smn-mCnc	mg/dL
59399-6	Ser	Qn	BiTAC		N	PM1 Ab Titr Ser IF	{titer}
59400-2	Ser	Qn	BiTAC		N	RNA Ab Ser EIA-aCnc	
59401-0	Ser	Qn	BiTAC		N	ECV IgG Ser EIA-aCnc	
5940-2	Ser	Ord	KAH			Deprecated Cocaine Ser Ql	
59402-8	Ser	Qn	BiTAC		N	Mi-1+Mi-2 Ab Titr Ser IF	{titer}
59403-6	Ser	Qn	BiTAC		N	Ku Ab Titr Ser IF	{titer}
59404-4	BldA	Qn	BiTAC		N	O2 Cap BldA-sCnc	mmol/L
59405-1	BldA	Qn	CJM		N	SaO2% 8H Max BldA PulseOx	%
59406-9	BldA	Qn	CJM		N	SaO2% 8H Min BldA PulseOx	%
59407-7	Bld.preductal	Qn	CJM		N	SaO2% Bld Preductal PulseOx	%
59408-5	BldA	Qn	CJM		N	SaO2% BldA PulseOx	%
59409-3	BldA	Qn	CJM		N	SaO2% during Tx BldA PulseOx	%
5941-0	Ser	Qn	KAH			Deprecated Cocaine Ser-mCnc	ug/L
59410-1	BldA	Qn	CJM		N	SaO2% room air BldA PulseOx	%
59411-9	BldA	Qn	CJM		N	SaO2% p BD BldA PulseOx	%
59412-7	BldA	Qn	CJM		N	SaO2% p Exc BldA PulseOx	%
59413-5	BldA	Qn	CJM		N	SaO2% p Tx BldA PulseOx	%
59414-3	BldA	Qn	CJM		N	SaO2% pre BD BldA PulseOx	%
59415-0	BldA	Qn	CJM		N	SaO2% pre PT BldA PulseOx	%
59416-8	BldA	Qn	CJM		N	SaO2% pre Tx BldA PulseOx	%
59417-6	BldA	Qn	CJM		N	SaO2% Resting BldA PulseOx	%
59418-4	Bld.postductal	Qn	CJM		N	SaO2% Bld Postductal PulseOx	
59419-2	Plas	Qn	IHC		N	HIV1 RNA # Plas bDNA	{copies}/mL
594-2	XXX	Nom	SH			Leptospira XXX Cult	
59420-0	Cvx	Ord	IHC		N	HPV I/H Risk 4 DNA Cervix Ql bDNA	
59421-8	CSF	Ord	HK		N	N men A+B+C+W135+Y Ag CSF Ql LA	
59422-6	Ser	Qn	HK		N	L inter Javani Ab Titr Ser Aggl	{titer}
59423-4	XXX	Nom	RM.PHLIP		N	FLUAV HA RNA XXX PCR	
59424-2	Isolate	Nom	RM.PHLIP		N	FLUAV HA RNA Islt PCR	
5942-8	PPP^control	Qn	LAC		Y	Reptilase Time PPP Cont	s
5943-6	PPP^control	Qn	LAC			Deprecated Reptilase PPP Cont Qn	
5944-4	PPP^control	Qn	LAC			Deprecated Coag RVV Ind PPP Cont Qn	
5945-1	PPP	Qn	LAC			Deprecated Coag RVV Ind PPP Qn	
59453-1	^Patient	Ord	MORSE		N		
59454-9	^Patient	Ord	MORSE		N		
59455-6	^Patient	Ord	MORSE		N		
59456-4	^Patient	Ord	MORSE		N		
59457-2	^Patient	Ord	MORSE		N		
59458-0	^Patient	Ord	MORSE		N		
59459-8	^Patient	Ord	MORSE		N		
59460-6	^Patient	Ord	MORSE		N		
59461-4	^Patient	Ord	MORSE		N		
59462-2	XXX	Nar	CHI		N	Clinical biochemist review XXX-Imp	
59463-0	Dial fld	Qn	CHI		N	Lymphocytes NFr Dial fld	
59464-8	XXX	Nar	CHI		N	Microbiologist review XXX-Imp	
59465-5	XXX	Nar	CHI		N	Path Rev XXX-Imp	
59466-3	XXX	Nar	CHI		N	Hematologist review XXX-Imp	
59467-1	RBC	Qn	HH		N	MCHC RBC-sCnc	mmol/L
59468-9	RBC	Qn	HH		N	MCH EntSub RBC	fmol
5946-9	PPP	Qn	LAC		Y	aPTT imm NP Time PPP	s
59470-5	BldA	Qn	SMS		N	Ca-I BldA-mCnc	mg/dL
59471-3	BldV	Qn	SMS		N	Ca-I BldV-mCnc	mg/dL
59472-1	BldA	Qn	SMS		N	Ca-I adj pH7.4 BldA ISE-mCnc	mg/dL
59473-9	BldV	Qn	SMS		N	Ca-I adj pH7.4 BldV ISE-mCnc	mg/dL
59474-7	CSF	Nom	SMS		N	AO Stn CSF	
59475-4	Cancer.XXX	Nom	NAACCR		N	CS mets at Dx - bone Cancer	
59476-2	Cancer.XXX	Nom	NAACCR		N	CS mets at Dx - brain Cancer	
5947-7	PPP^control	Qn	LAC		Y	aPTT 20M NP Time PPP Cont	
59477-0	Cancer.XXX	Nom	NAACCR		N	CS mets at Dx - liver Cancer	
59478-8	Cancer.XXX	Nom	NAACCR		N	CS mets at Dx - lung Cancer	
59479-6	Cancer.XXX	Nom	NAACCR		N	CS post Rx ext Cancer	
59480-4	Cancer.XXX	Nom	NAACCR		N	CS post Rx LN Cancer	
59481-2	Cancer.XXX	Nom	NAACCR		N	CS post Rx mets at Dx Cancer	
59482-0	Cancer.XXX	Nom	NAACCR		N	CS post Rx tumor size Cancer	
59483-8	Cancer.XXX	Nom	NAACCR		N	CS pre Rx LN Cancer	
59484-6	Cancer.XXX	Nom	NAACCR		N	CS pre Rx mets at Dx Cancer	
5948-5	PPP	Qn	LAC			Deprecated aPTT imm NP PPP Qn	s
59485-3	Cancer.XXX	Nom	NAACCR		N	CS pre Rx mets eval Cancer	
59486-1	Cancer.XXX	Nom	NAACCR		N	CS pre Rx reg nodes eval Cancer	
59487-9	Cancer.XXX	Nom	NAACCR		N	CS pre Rx tumor size/ext eval Cancer	
59488-7	Cancer.XXX	Nom	NAACCR		N	CS pre Rx tumor size Cancer	
59489-5	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 7 Cancer	
59490-3	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 8 Cancer	
59491-1	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 9 Cancer	
59492-9	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 10 Cancer	
5949-3	PPP^control	Qn	LAC		Y	aPTT imm NP Time PPP Cont	
59493-7	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 11 Cancer	
59494-5	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 12 Cancer	
59495-2	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 13 Cancer	
59496-0	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 14 Cancer	
59497-8	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 15 Cancer	
59498-6	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 16 Cancer	
59499-4	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 17 Cancer	
59500-9	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 18 Cancer	
5950-1	PPP	Qn	LAC		Y	aPTT 20M NP Time PPP	
59501-7	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 19 Cancer	
59502-5	Cancer.XXX	Nom	NAACCR		N	CS site-specific factor 20 Cancer	
59511-6	Cancer.XXX	Nom	NAACCR		N	Flag for Date of conclusive Dx Cancer	
59512-4	Cancer.XXX	Nom	NAACCR		N	Flag for 1st contact Cancer	
59513-2	Cancer.XXX	Nom	NAACCR		N	Flag for Date 1st cancer Rx (any).COC	
59514-0	Cancer.XXX	Nom	NAACCR		N	Flag for Date of birth	
59515-7	Cancer.XXX	Nom	NAACCR		N	Flag for Date of death - Canada	
59516-5	Cancer.XXX	Nom	NAACCR		N	Flag for Date first Dx Cancer	
59517-3	Cancer.XXX	Nom	NAACCR		N	Flag for Date 1st cancer Rx (any).SEERS	
59518-1	Cancer.XXX	Nom	NAACCR		N	Flag for Date of inpt adm Cancer	
5951-9	PPP^control	Qn	LAC			Deprecated aPTT imm NP PPP Cont Qn	
59519-9	Cancer.XXX	-	NAACCR		N	Flag for Date of inpt disch Cancer	
59520-7	Cancer.XXX	-	NAACCR		N	Flag for Date last contact	
